Country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007
New Zealand,,,,,,,10.6000003814697,10.3000001907349,10.3000001907349,10.3000001907349,10.6000003814697,10.6999998092651,10.8000001907349,10.5,10.3999996185303,9.69999980926514,9.5,8.60000038146973,8.5,9.39999961853027,8.69999980926514,9.10000038146973,8.80000019073486,8.10000038146973,7.5,7.09999990463257,7.09999990463257,7.19999980926514
Nicaragua,,,,,,,,,,,39.2999992370606,38,38.9000015258789,,40.0999984741211,,,,,,,,,30.5,30.2999992370606,28.8999996185303,29.1000003814697,
Nigeria,,,,33.5999984741211,,,46.7999992370606,,,,,,,,,,,,,,,,,,,,,
Niue,,,,,,,,11.6000003814697,,,,,,,,,,,,,,9,,,,,,
Northern Mariana Islands,,,,,2,2,,,,,2.29999995231628,,,,,1.20000004768372,,,,,,,,,,,,
Norway,8.30000019073486,8.19999980926514,7.90000009536743,7.59999990463257,7.30000019073486,7.30000019073486,7.19999980926514,6.5,6.30000019073486,6.40000009536743,6.40000009536743,5.80000019073486,5.5,5.5,5.30000019073486,5.09999990463257,5.09999990463257,4.69999980926514,4.69999980926514,4.59999990463257,4.09999990463257,3.90000009536743,3.79999995231628,3.70000004768372,3.5,3.29999995231628,3.29999995231628,2.79999995231628
Oman,,,,,,,,,,,,,,9.30000019073486,,,7.30000019073486,,,,6.40000009536743,,,,,,,
Pakistan,52.7000007629394,52.5999984741211,52.7000007629394,52.7000007629394,52.7000007629394,50.5999984741211,54,49.2000007629394,51.2000007629394,51.0999984741211,51.0999984741211,47.4000015258789,48.2999992370606,47.5,50,46.7999992370606,46.7999992370606,44.2000007629394,47.2999992370606,47.2999992370606,,48.4000015258789,,42.0999984741211,,43,,43.5999984741211
Panama,,,28.1000003814697,28.7000007629394,28.5,29.5,28.7000007629394,26,29.7999992370606,29.1000003814697,,27.2999992370605,25,23.1000003814697,19.8999996185303,20.7999992370605,20.1000003814697,18.6000003814697,17.7999992370605,17.3999996185303,17,18.1000003814697,17.3999996185303,17.5,16,15.6999998092651,15.8999996185303,14.6999998092651
Papua New Guinea,,,,,,,,,,,,,,,,,,,,,72.3000030517578,,,,,,,
Paraguay,,,1,3.90000009536743,3.29999995231628,2.70000004768372,3,2.79999995231628,2.59999990463257,1.89999997615814,,,,,,40.0999984741211,,27.7999992370605,28.7000007629394,30.3999996185303,30.7999992370606,31.8999996185303,33.0999984741211,31.5,,,,29.5
Peru,,,,,,,1,0.80000001192093,,1.39999997615814,1.20000004768372,,,,,1.10000002384186,6,7.59999990463257,5.30000019073486,5.80000019073486,6.80000019073486,8.80000019073486,11.1999998092651,12.1000003814697,11.6999998092651,11.8000001907349,11.3999996185303,9.30000019073486
Philippines,51.7999992370606,51.5,52.0999984741211,52,50.0999984741211,49.5999984741211,49.7999992370606,47.7999992370606,46.0999984741211,45.0999984741211,45.2000007629394,45.2999992370606,45.4000015258789,45.7999992370606,44.7000007629394,44.0999984741211,5.09999990463257,4.69999980926514,4.59999990463257,4.69999980926514,37.4000015258789,37.4000015258789,37.4000015258789,37.2000007629394,37.0999984741211,37,36.5999984741211,36.0999984741211
Poland,,29.1000003814697,29.5,29.1000003814697,28.2000007629394,27.8999996185303,27.3999996185303,27.2000007629395,26.7000007629395,25.2999992370605,25.2000007629395,25.3999996185303,25,,24,22.6000003814697,22.1000003814697,20.5,19.2000007629395,18.1000003814697,18.7999992370605,19.1000003814697,19.2999992370605,18.3999996185303,18,17.3999996185303,15.8000001907349,14.6999998092651
